# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = model_1e3f34120881_model
# start_datetime = 2023-06-14 15:09:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpppH5Sj/standata-1e3f22e6d60e.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpppH5Sj/model_1b356bfbbe320425ea75164cb3772806-202306141209-1-12dd5f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpppH5Sj/model_1b356bfbbe320425ea75164cb3772806-profile-202306141209-1-940e17.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,sigma,nu,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.563974
# Diagonal elements of inverse mass matrix:
# 0.0971079, 0.0718836, 0.641673
-16.3645,0.878947,0.563974,3,7,0,21.8191,0.137805,1.01062,17.8964,-6.75562,0.137805
-17.654,0.950523,0.563974,2,3,0,17.8428,0.0817267,1.05038,53.0766,-9.19705,0.0817267
-16.8427,1,0.563974,2,3,0,18.2328,0.30684,1.04596,26.8759,-7.25147,0.30684
-16.2056,0.999037,0.563974,2,3,0,16.8876,0.126869,0.952466,27.7841,-7.29333,0.126869
-16.6101,0.986804,0.563974,3,7,0,16.7539,-0.242732,0.688486,16.3879,-6.66505,-0.242732
-15.8228,1,0.563974,2,3,0,16.5712,-0.0799909,0.800119,19.704,-6.81376,-0.0799909
-15.7709,0.978248,0.563974,3,7,0,16.2673,0.0774028,0.763495,20.0089,-6.81291,0.0774028
-15.8845,0.96378,0.563974,3,7,0,16.4036,0.0781755,0.877914,20.9318,-6.87941,0.0781755
-16.2104,0.988717,0.563974,3,7,0,16.2928,0.0216574,0.625967,24.0333,-7.0152,0.0216574
-16.622,0.977121,0.563974,3,7,0,16.8005,-0.0875187,0.590332,19.6701,-6.78239,-0.0875187
-19.2541,0.517796,0.563974,2,3,0,23.9833,0.0112621,0.516071,54.5743,-9.23664,0.0112621
-20.525,0.87421,0.563974,2,3,0,21.711,-0.176315,0.455827,35.4879,-7.76739,-0.176315
-18.0309,1,0.563974,2,3,0,20.703,-0.0479139,0.57768,51.2637,-8.97924,-0.0479139
-16.7068,0.924227,0.563974,2,3,0,19.4731,-0.167219,1.03697,13.9496,-6.63588,-0.167219
-16.281,0.979533,0.563974,3,7,0,17.6825,0.019142,0.860417,10.8773,-6.52859,0.019142
-16.3579,0.997936,0.563974,3,7,0,16.4991,0.0321694,0.660342,34.6609,-7.71579,0.0321694
-15.8241,0.913499,0.563974,1,3,0,17.4458,0.0569015,0.736599,16.4955,-6.6515,0.0569015
-16.2687,0.968413,0.563974,3,7,0,16.7262,0.0233499,0.787312,10.0324,-6.51231,0.0233499
-18.8202,0.865651,0.563974,2,7,0,19.5812,-0.674498,1.28896,21.4477,-7.08946,-0.674498
-17.7346,0.940994,0.563974,2,7,0,19.5917,-0.334698,1.12987,10.5337,-6.61473,-0.334698
-16.4127,0.987375,0.563974,2,7,0,18.2571,0.0758677,0.59942,14.1954,-6.55163,0.0758677
-16.2527,0.973086,0.563974,2,7,0,17.211,0.190396,0.820406,32.8878,-7.60919,0.190396
-16.3365,0.84481,0.563974,2,3,0,18.999,-0.245852,0.74545,21.3553,-6.90587,-0.245852
-16.9459,0.980094,0.563974,3,7,0,17.4468,-0.221345,1.13256,18.9613,-6.85655,-0.221345
-18.7533,0.866521,0.563974,2,5,0,21.5187,-0.71983,1.10148,21.8613,-7.07648,-0.71983
-17.9904,0.992615,0.563974,2,3,0,18.8608,-0.554429,1.15299,22.7888,-7.1077,-0.554429
-20.7595,0.873102,0.563974,3,7,0,21.4357,-0.666883,1.26726,5.07258,-6.88677,-0.666883
-18.3243,1,0.563974,2,3,0,20.7413,-0.380376,1.1933,8.97657,-6.63991,-0.380376
-16.72,1,0.563974,3,7,0,18.544,-0.242625,0.849788,39.3436,-8.11046,-0.242625
-16.1066,0.932183,0.563974,2,3,0,17.5492,-0.198017,0.827658,18.9934,-6.79499,-0.198017
-16.3141,0.990999,0.563974,2,3,0,16.3395,-0.262846,0.811426,20.3921,-6.86829,-0.262846
-16.9506,0.874953,0.563974,3,7,0,18.2736,0.334584,1.0585,17.1664,-6.73158,0.334584
-16.9102,0.921435,0.563974,3,7,0,21.5928,0.1628,0.854017,7.47657,-6.5559,0.1628
-16.6361,0.988181,0.563974,3,7,0,18.0682,0.271109,1.02842,22.6903,-6.99862,0.271109
-17.3559,0.971141,0.563974,2,3,0,17.4569,0.274906,1.1619,33.3489,-7.70868,0.274906
-16.2918,0.906522,0.563974,3,7,0,18.9381,-0.25786,0.819118,23.5719,-7.04207,-0.25786
-17.9672,0.923834,0.563974,2,3,0,18.3132,-0.568304,1.111,21.3089,-7.01981,-0.568304
-16.9799,0.898199,0.563974,1,3,0,20.6976,-0.199025,1.02438,11.1289,-6.58034,-0.199025
-17.3678,0.97442,0.563974,3,7,0,18.822,0.279166,0.5629,12.0743,-6.49161,0.279166
-16.3409,0.938276,0.563974,3,7,0,18.8182,-0.203338,0.729624,29.7929,-7.40955,-0.203338
-15.9636,0.969638,0.563974,3,7,0,17.0476,0.141213,0.842834,26.3761,-7.18391,0.141213
-18.9293,0.680044,0.563974,3,7,0,21.5774,0.201592,0.475465,3.51924,-6.86037,0.201592
-21.7611,0.832121,0.563974,2,3,0,21.9179,0.012503,0.385021,2.07358,-7.24432,0.012503
-20.6172,1,0.563974,2,3,0,22.1984,0.0483471,0.398381,2.86658,-6.99883,0.0483471
-22.8513,0.817241,0.563974,3,7,0,23.9053,0.630044,0.807429,1.58088,-7.52174,0.630044
-21.9935,0.996351,0.563974,3,7,0,23.3913,0.39976,0.758274,1.48675,-7.55524,0.39976
-25.9612,0.988152,0.563974,3,7,0,26.7796,-0.156719,0.545326,1.04876,-7.85256,-0.156719
-26.3947,0.842886,0.563974,2,7,0,29.2206,0.458994,0.429089,1.01001,-7.85497,0.458994
-24.5675,0.994157,0.563974,3,7,0,26.6227,0.336546,0.39834,1.05769,-7.80837,0.336546
-21.6594,0.953555,0.563974,3,15,0,26.5447,0.204308,1.05921,1.86551,-7.42192,0.204308
-16.8845,0.982491,0.563974,3,7,0,22.955,-0.199927,0.945138,42.1947,-8.33844,-0.199927
-16.2643,1,0.563974,2,3,0,17.1439,0.00564996,0.972855,15.0276,-6.64227,0.00564996
-16.6186,0.987297,0.563974,2,3,0,16.6981,-0.057784,1.05634,14.4624,-6.6456,-0.057784
-17.3993,0.949892,0.563974,3,7,0,18.2414,-0.308602,0.708874,41.0912,-8.22703,-0.308602
-16.4344,0.998677,0.563974,2,3,0,17.8928,0.263424,0.721635,12.7682,-6.52649,0.263424
-16.1845,0.983375,0.563974,3,7,0,17.3521,-0.147122,0.69461,16.3792,-6.65563,-0.147122
-17.6131,0.942692,0.563974,2,3,0,17.8694,0.186651,0.535161,25.6395,-7.0932,0.186651
-16.8606,1,0.563974,2,3,0,18.3089,0.3037,0.652955,22.9387,-6.9477,0.3037
-17.0305,1,0.563974,3,7,0,17.4028,-0.236067,0.989029,10.5487,-6.57269,-0.236067
-16.8971,0.967516,0.563974,3,7,0,18.4265,0.377795,0.803135,29.3821,-7.36781,0.377795
-16.3953,1,0.563974,3,7,0,17.254,0.173539,0.948484,13.6323,-6.58791,0.173539
-16.994,0.987862,0.563974,3,7,0,17.1298,0.0896161,1.08943,11.4285,-6.5759,0.0896161
-17.2746,0.986979,0.563974,2,7,0,18.0299,0.388512,0.83042,8.93168,-6.51833,0.388512
-17.8212,0.981043,0.563974,3,7,0,18.7493,-0.423794,0.68205,22.2009,-6.96578,-0.423794
-17.2297,0.988521,0.563974,2,7,0,19.9899,-0.168613,0.581068,12.3867,-6.52272,-0.168613
-15.9737,1,0.563974,2,7,0,17.6326,-0.160122,0.804462,21.6413,-6.92154,-0.160122
-16.1953,0.945664,0.563974,3,7,0,17.0741,0.189131,0.822277,12.9442,-6.54763,0.189131
-16.799,0.986784,0.563974,3,7,0,16.8749,0.317287,0.7938,10.1882,-6.50542,0.317287
-17.5437,0.962171,0.563974,2,3,0,17.6965,0.424732,0.721386,8.77836,-6.50365,0.424732
-16.0173,0.995944,0.563974,3,7,0,18.4685,0.00730347,0.812295,33.3455,-7.64761,0.00730347
-17.208,0.912257,0.563974,2,3,0,17.5597,0.455021,0.788182,21.8339,-6.90937,0.455021
-15.9959,0.870798,0.563974,1,3,0,18.9392,0.0664737,0.906615,17.2395,-6.71005,0.0664737
-16.4104,0.972424,0.563974,2,7,0,16.9038,-0.0635034,1.04505,19.2444,-6.83618,-0.0635034
-17.3882,0.950151,0.563974,2,3,0,18.283,-0.19755,0.590055,31.8782,-7.53062,-0.19755
-15.9049,1,0.563974,2,3,0,17.2932,0.0930683,0.733747,27.0559,-7.21056,0.0930683
-16.1834,0.940657,0.563974,2,3,0,17.0214,-0.134628,0.670729,20.1658,-6.82175,-0.134628
-16.4417,0.953078,0.563974,3,7,0,17.6264,0.115928,0.68597,9.15328,-6.49609,0.115928
-17.9734,0.911479,0.563974,2,7,0,18.8694,-0.0935823,0.568261,46.5213,-8.60452,-0.0935823
-16.5485,1,0.563974,3,7,0,18.7266,0.130547,0.589762,14.524,-6.55811,0.130547
-16.5024,0.785847,0.563974,1,3,0,19.4477,0.300363,0.848718,13.7247,-6.57036,0.300363
-16.2451,0.964288,0.563974,3,7,0,18.0269,-0.208084,0.926635,21.6657,-6.94944,-0.208084
-16.0907,0.982153,0.563974,3,7,0,16.8802,0.123422,0.697363,12.9578,-6.53031,0.123422
-15.7972,0.999722,0.563974,2,7,0,16.106,-0.00503746,0.781379,26.2126,-7.1707,-0.00503746
-16.9717,0.908314,0.563974,2,3,0,17.1193,0.145299,0.905797,47.4791,-8.71752,0.145299
-17.1621,0.822848,0.563974,2,7,0,20.1867,0.385016,1.0924,19.7091,-6.8557,0.385016
-17.0899,0.971077,0.563974,3,7,0,18.4994,-0.362587,0.73232,16.6955,-6.6988,-0.362587
-16.8703,0.893138,0.563974,3,7,0,19.1906,0.409993,0.861305,23.5171,-7.01457,0.409993
-17.109,0.994757,0.563974,3,7,0,17.4748,-0.392173,0.80382,15.0591,-6.65384,-0.392173
-17.179,0.989431,0.563974,2,3,0,17.4369,-0.40986,0.776659,18.2897,-6.78069,-0.40986
-17.3099,0.882864,0.563974,3,7,0,19.5422,0.376556,1.09334,14.1497,-6.6312,0.376556
-17.2149,1,0.563974,3,7,0,17.704,0.264941,1.17787,17.1577,-6.75791,0.264941
-17.1081,0.950112,0.563974,3,7,0,18.7749,0.0988965,0.576968,7.3336,-6.52209,0.0988965
-17.5769,0.854421,0.563974,3,7,0,18.86,0.452701,1.15814,21.709,-6.97553,0.452701
-19.4666,0.917956,0.563974,3,7,0,20.2819,0.102898,1.56507,8.78738,-6.69682,0.102898
-16.109,1,0.563974,2,3,0,19.4856,-0.101342,0.865791,14.2333,-6.60495,-0.101342
-16.0981,0.988236,0.563974,3,7,0,16.6713,0.1541,0.761693,30.7601,-7.4547,0.1541
-16.4175,0.97897,0.563974,3,7,0,16.9752,0.15387,0.973146,14.0129,-6.60383,0.15387
-16.1651,0.984923,0.563974,3,7,0,17.1959,-0.156293,0.710183,26.9897,-7.22038,-0.156293
-16.0005,0.978833,0.563974,2,3,0,16.6618,-0.09145,0.909883,23.8441,-7.05726,-0.09145
-16.7633,0.915009,0.563974,1,3,0,17.4738,-0.335047,0.984593,20.0347,-6.89108,-0.335047
-16.6319,0.982736,0.563974,3,7,0,17.161,-0.337495,0.824497,22.9917,-7.01984,-0.337495
-17.8192,0.831704,0.563974,3,7,0,18.9633,0.522094,1.03984,12.5909,-6.5852,0.522094
-17.4655,0.95484,0.563974,3,7,0,19.6795,-0.306926,0.623989,17.8849,-6.72624,-0.306926
-17.1898,0.908589,0.563974,3,7,0,20.2803,0.387729,1.03296,13.7289,-6.60659,0.387729
-16.4967,0.990956,0.563974,2,7,0,17.5092,0.28065,0.794837,12.0707,-6.5243,0.28065
-16.2749,0.996184,0.563974,2,7,0,16.7053,0.060296,0.854893,10.8605,-6.5252,0.060296
-16.531,0.97236,0.563974,3,7,0,17.1191,0.298804,0.723197,24.6923,-7.05946,0.298804
-16.6769,0.999377,0.563974,3,7,0,16.8429,-0.236881,0.818092,11.1024,-6.54543,-0.236881
-16.5011,0.986005,0.563974,2,7,0,17.3161,-0.211092,0.983326,29.4632,-7.43311,-0.211092
-16.0447,1,0.563974,3,7,0,16.567,-0.160193,0.860541,18.6513,-6.78084,-0.160193
-15.8475,0.984317,0.563974,3,7,0,16.3883,0.125983,0.756836,22.428,-6.93759,0.125983
-16.0247,0.984975,0.563974,2,7,0,16.1752,0.0234274,0.92282,17.2306,-6.71504,0.0234274
-15.914,0.999078,0.563974,3,7,0,16.2467,0.100799,0.837599,16.1492,-6.65244,0.100799
-15.9147,0.972121,0.563974,2,7,0,16.6514,-0.00234307,0.696581,15.7586,-6.62099,-0.00234307
-15.9147,0.908257,0.563974,2,3,0,16.9302,-0.00234307,0.696581,15.7586,-6.62099,-0.00234307
-16.1001,0.972673,0.563974,2,3,0,16.3128,0.120726,0.651448,17.7069,-6.68662,0.120726
-17.024,0.917454,0.563974,3,7,0,17.7264,-0.119177,0.68221,7.42566,-6.54701,-0.119177
-17.3528,0.96119,0.563974,1,3,0,18.6383,0.136077,0.600405,5.70357,-6.61191,0.136077
-16.5713,0.981676,0.563974,2,7,0,18.0774,0.0946284,0.608823,10.252,-6.48307,0.0946284
-16.1908,0.894039,0.563974,3,7,0,17.6784,-0.0318553,0.985795,25.3585,-7.1572,-0.0318553
-16.1086,1,0.563974,3,7,0,16.2542,-9.99611e-05,0.971021,21.444,-6.92836,-9.99611e-05
-17.0042,0.968043,0.563974,3,7,0,17.3907,-0.0828478,0.557156,15.9123,-6.61424,-0.0828478
-16.5482,0.871333,0.563974,3,7,0,19.4367,0.0107637,0.839815,44.2611,-8.46045,0.0107637
-16.5625,0.996278,0.563974,3,7,0,17.3554,-0.149213,0.66559,11.7941,-6.52162,-0.149213
-19.8032,0.775153,0.563974,2,7,0,20.296,0.48281,1.37208,55.6733,-9.48444,0.48281
-16.7441,0.77933,0.563974,3,7,0,22.0489,0.323057,0.838769,11.3042,-6.52066,0.323057
-18.3697,0.809038,0.563974,3,7,0,19.8557,-0.653775,0.991395,24.5334,-7.19193,-0.653775
-17.8654,0.996248,0.563974,3,7,0,20.5656,-0.185058,1.37021,20.5629,-6.99029,-0.185058
-16.9889,0.84767,0.563974,1,3,0,21.936,0.316675,1.10202,21.265,-6.93668,0.316675
-18.4655,0.880686,0.563974,3,7,0,19.9004,-0.19697,0.533236,7.68021,-6.52734,-0.19697
-17.9603,1,0.563974,1,1,0,18.5126,-0.154922,0.551042,7.75884,-6.52283,-0.154922
-18.2725,0.986524,0.563974,3,7,0,19.3198,0.218938,0.475006,7.83484,-6.49122,0.218938
-17.3983,0.974565,0.563974,2,3,0,18.6233,0.147805,0.569062,6.15911,-6.57639,0.147805
-18.8928,0.896192,0.563974,2,3,0,19.5901,0.173704,0.437879,5.66947,-6.59559,0.173704
-20.0307,0.986498,0.563974,3,7,0,21.3466,0.127413,0.411429,2.99626,-6.9651,0.127413
-17.0536,0.958885,0.563974,2,7,0,20.7302,0.126591,0.723127,6.05962,-6.60423,0.126591
-16.9753,0.972147,0.563974,3,7,0,18.3923,-0.138045,0.753523,49.0548,-8.83426,-0.138045
-16.3389,1,0.563974,3,7,0,17.4385,-0.142673,0.934155,14.1079,-6.61752,-0.142673
-16.3941,0.942738,0.563974,2,3,0,17.6835,0.0212842,1.04792,24.5114,-7.11579,0.0212842
-17.9181,0.901209,0.563974,3,7,0,18.337,0.00988407,0.51188,6.5698,-6.5529,0.00988407
-17.3449,1,0.563974,3,7,0,18.0937,0.240736,0.584298,7.03975,-6.53056,0.240736
-19.5432,0.869013,0.563974,2,3,0,20.0662,0.42793,0.470328,4.11459,-6.76381,0.42793
-17.9836,0.998068,0.563974,3,7,0,20.7823,0.102209,0.58039,4.20322,-6.76594,0.102209
-17.97,0.997758,0.563974,2,3,0,18.354,0.243337,0.648567,4.16803,-6.77577,0.243337
-18.0624,0.980659,0.563974,2,7,0,19.1615,0.195622,0.815599,4.17449,-6.80104,0.195622
-18.125,0.993529,0.563974,3,7,0,18.6897,0.195112,0.931477,4.68792,-6.75714,0.195112
-16.6284,0.9772,0.563974,2,7,0,19.115,0.209805,0.815392,9.07141,-6.51426,0.209805
-16.9716,0.967702,0.563974,3,7,0,18.252,-0.1777,0.782315,47.8328,-8.7457,-0.1777
-16.7868,0.967083,0.563974,3,7,0,17.9581,0.381196,0.767691,17.1342,-6.67663,0.381196
-19.9496,0.907477,0.563974,2,7,0,20.0009,-0.413106,0.680117,4.02439,-6.85402,-0.413106
-18.2348,0.962636,0.563974,3,7,0,20.9943,0.396938,0.845591,5.10047,-6.69826,0.396938
-16.5291,1,0.563974,2,7,0,18.5728,0.180011,0.978432,13.1808,-6.58214,0.180011
-17.5009,0.918227,0.563974,2,3,0,18.1674,-0.0415263,1.02578,7.10261,-6.6131,-0.0415263
-16.5431,1,0.563974,3,7,0,17.5466,0.000101502,0.731835,43.7223,-8.40197,0.000101502
-17.0956,0.89655,0.563974,3,7,0,18.2908,0.0542793,1.05301,9.4396,-6.56208,0.0542793
-19.6051,0.950417,0.563974,2,7,0,20.3352,0.144131,1.34496,63.4931,-10.1269,0.144131
-18.5732,1,0.563974,3,7,0,21.0428,0.677298,1.16762,17.5965,-6.78915,0.677298
-22.1334,0.974417,0.563974,3,7,0,22.8454,1.08299,1.94285,14.4702,-6.9478,1.08299
-20.3266,0.989894,0.563974,3,7,0,22.7976,0.696947,1.75715,20.014,-7.06828,0.696947
-17.4521,0.993929,0.563974,2,3,0,20.5553,0.260162,1.25436,21.916,-7.0074,0.260162
-17.0102,0.942931,0.563974,3,7,0,19.1049,0.0411888,0.750519,52.122,-9.06664,0.0411888
-16.2533,0.995671,0.563974,2,3,0,17.5417,0.252921,0.780134,26.3161,-7.16724,0.252921
-16.1775,0.997973,0.563974,3,7,0,16.6016,-0.174739,0.918893,18.9459,-6.80669,-0.174739
-16.2961,0.984464,0.563974,3,7,0,16.6363,0.19599,0.683184,26.9095,-7.1905,0.19599
-18.3823,0.792128,0.563974,2,3,0,19.361,0.0925236,0.507157,36.4134,-7.81993,0.0925236
-17.9185,1,0.563974,1,1,0,18.6054,0.119288,0.53781,37.4742,-7.89956,0.119288
-16.731,0.818339,0.563974,2,3,0,21.3606,-0.269541,1.04402,19.5836,-6.87267,-0.269541
-16.4967,0.973085,0.563974,3,7,0,17.5946,0.218664,0.632029,18.7691,-6.72926,0.218664
-16.9579,0.934488,0.563974,3,7,0,17.9973,-0.0347043,0.966717,8.53218,-6.56026,-0.0347043
-15.9448,0.984615,0.563974,3,7,0,18.0898,0.148508,0.712612,20.3613,-6.82008,0.148508
-19.7772,0.723776,0.563974,2,7,0,20.9072,0.247098,0.486353,2.32597,-7.15552,0.247098
-19.742,1,0.563974,3,7,0,20.1049,0.277151,0.453126,2.56714,-7.07745,0.277151
-17.1581,0.794068,0.563974,3,7,0,22.2278,0.443798,0.977402,16.5587,-6.69225,0.443798
-16.1273,0.988656,0.563974,3,7,0,17.8895,0.103114,0.891903,13.9643,-6.58885,0.103114
-16.066,0.999351,0.563974,3,7,0,16.3728,-0.0361029,0.721672,32.6189,-7.5855,-0.0361029
-16.6902,0.955485,0.563974,3,7,0,16.7922,0.115178,0.765923,7.55676,-6.54018,0.115178
-16.3354,0.986104,0.563974,3,7,0,17.4445,-0.0872224,0.698513,35.9219,-7.81984,-0.0872224
-16.209,1,0.563974,3,7,0,16.8096,0.182175,0.660283,17.9347,-6.69588,0.182175
-15.8966,0.985349,0.563974,2,3,0,16.4307,0.0478305,0.713873,15.0386,-6.59534,0.0478305
-15.9697,0.970998,0.563974,3,7,0,16.5844,0.070214,0.916311,20.81,-6.88049,0.070214
-18.4302,0.862918,0.563974,2,3,0,18.4896,0.390733,0.854341,57.9687,-9.55591,0.390733
-16.6718,0.999179,0.563974,2,7,0,18.8824,0.268206,0.895433,11.13,-6.5289,0.268206
-20.1732,0.890852,0.563974,2,3,0,21.7081,-0.53008,1.33464,61.4477,-10.022,-0.53008
-19.7775,1,0.563974,3,7,0,20.5941,0.437967,0.456362,3.84968,-6.80279,0.437967
-17.8786,0.952653,0.563974,2,7,0,20.8565,0.184971,0.579603,4.47936,-6.72708,0.184971
-18.0709,0.99539,0.563974,2,3,0,18.1345,0.149028,0.593624,3.92982,-6.80575,0.149028
-16.4498,0.983457,0.563974,2,7,0,18.7744,0.235963,0.811594,11.0721,-6.51397,0.235963
-17.5223,0.981216,0.563974,3,7,0,18.1268,0.00858142,0.541145,7.0868,-6.53217,0.00858142
-21.9957,0.552348,0.563974,2,3,0,24.3918,-0.000321771,0.348954,7.12863,-6.51298,-0.000321771
-17.0923,0.981962,0.563974,2,3,0,23.4273,0.231737,0.570769,18.6039,-6.71366,0.231737
-17.1594,0.989681,0.563974,3,7,0,17.7496,0.0166417,1.19567,31.64,-7.60677,0.0166417
-16.565,1,0.563974,2,3,0,17.3548,-0.0874616,1.06339,28.646,-7.38435,-0.0874616
-16.9348,0.947494,0.563974,3,7,0,17.6114,-0.181878,0.957057,9.70425,-6.55956,-0.181878
-16.3184,0.993035,0.563974,2,3,0,17.4117,0.160381,0.858062,11.4628,-6.52798,0.160381
-18.1613,0.910087,0.563974,2,7,0,18.2972,0.585379,0.79194,14.8513,-6.60321,0.585379
-22.1449,0.793128,0.563974,3,7,0,23.4068,-0.274634,0.562315,1.84343,-7.38277,-0.274634
-19.5593,1,0.563974,2,3,0,22.5613,-0.00117288,0.835421,2.58346,-7.13366,-0.00117288
-20.532,0.982318,0.563974,2,3,0,20.8868,-0.128999,0.73052,2.08543,-7.29092,-0.128999
-16.234,0.986142,0.563974,3,7,0,21.7414,0.02335,0.820455,38.2949,-8.00455,0.02335
-15.8395,1,0.563974,3,7,0,16.3331,0.0307326,0.699698,22.1281,-6.91693,0.0307326
-15.7952,0.959564,0.563974,3,7,0,16.5178,-0.0168254,0.837265,20.2186,-6.84104,-0.0168254
-15.7952,0.880192,0.563974,2,3,0,17.8373,-0.0168254,0.837265,20.2186,-6.84104,-0.0168254
-15.7952,0.694108,0.563974,1,3,0,23.2439,-0.0168254,0.837265,20.2186,-6.84104,-0.0168254
-16.4725,0.946046,0.563974,2,3,0,16.5562,0.324936,0.820345,23.7066,-7.01719,0.324936
-19.683,0.784317,0.563974,2,7,0,19.9548,-0.468618,0.968856,4.36935,-6.86376,-0.468618
-17.9929,0.979557,0.563974,3,7,0,20.5176,0.458163,0.713674,7.08431,-6.54851,0.458163
-16.7975,0.985678,0.563974,3,7,0,18.4337,-0.348308,0.770666,19.7702,-6.84124,-0.348308
-16.3951,0.987205,0.563974,2,7,0,17.6693,0.173712,0.715663,9.97335,-6.49471,0.173712
-15.7867,0.968667,0.563974,2,7,0,18.0587,0.0665715,0.823666,21.5949,-6.90562,0.0665715
-15.9546,0.957355,0.563974,1,3,0,16.4438,-0.0776868,0.766133,29.8449,-7.40697,-0.0776868
-16.2609,0.978417,0.563974,2,3,0,16.3055,-0.172472,0.740778,31.5697,-7.52783,-0.172472
-17.4019,0.911584,0.563974,3,7,0,18.1746,0.261447,0.562488,8.6477,-6.48279,0.261447
-16.9584,0.963137,0.563974,3,7,0,19.1852,-0.0524183,0.585468,9.50224,-6.48983,-0.0524183
-17.1053,0.994201,0.563974,2,7,0,17.4246,0.0759315,0.564243,7.9689,-6.50206,0.0759315
-16.1318,0.980119,0.563974,3,7,0,17.4761,0.0441079,0.946621,16.2233,-6.67792,0.0441079
-16.0162,0.999652,0.563974,3,7,0,16.3115,-0.020933,0.6707,15.5532,-6.61112,-0.020933
-16.6979,0.952547,0.563974,2,7,0,17.7387,0.0401426,0.653062,7.85867,-6.51811,0.0401426
-17.737,0.906788,0.563974,2,3,0,18.0194,-0.098357,0.558915,6.96338,-6.54727,-0.098357
-17.4666,0.966454,0.563974,2,3,0,18.9368,0.202662,0.666491,5.14214,-6.66628,0.202662
-18.3657,0.910337,0.563974,2,3,0,19.1318,-0.0241237,0.607416,3.76535,-6.84253,-0.0241237
-16.7373,0.995054,0.563974,2,7,0,19.0527,0.318239,0.754012,10.9776,-6.50337,0.318239
-17.8867,0.866792,0.563974,2,3,0,20.1968,-0.295608,0.754776,54.5039,-9.29116,-0.295608
-16.1913,0.893722,0.563974,3,7,0,19.0145,0.128687,0.796698,35.0034,-7.7563,0.128687
-15.7687,1,0.563974,2,3,0,16.2104,0.0193311,0.748279,18.3059,-6.73229,0.0193311
-17.1064,0.903675,0.563974,3,7,0,17.5417,0.358186,0.982021,11.6918,-6.55265,0.358186
-16.5022,0.987792,0.563974,2,7,0,17.5772,-0.303029,0.902519,23.6335,-7.06584,-0.303029
-17.0997,0.902934,0.563974,3,7,0,18.2295,0.366899,0.664166,14.5994,-6.56764,0.366899
-16.5435,0.586636,0.563974,2,3,0,24.7727,-0.199018,0.653463,22.4396,-6.94625,-0.199018
-15.8604,0.937529,0.563974,2,3,0,17.4607,0.104966,0.71539,18.9086,-6.75085,0.104966
-16.036,0.918214,0.563974,3,7,0,17.1866,0.00759065,0.933437,17.9369,-6.74847,0.00759065
-17.9233,0.892916,0.563974,2,3,0,18.1114,0.297291,1.34882,19.3854,-6.90092,0.297291
-17.9332,0.976186,0.563974,3,7,0,19.3884,-0.537393,0.823188,17.5604,-6.77652,-0.537393
-19.8638,0.966783,0.563974,3,7,0,20.9142,0.545364,0.6306,35.3813,-7.76203,0.545364
-18.8157,1,0.563974,1,1,0,20.0674,0.486543,0.676982,38.7571,-8.01209,0.486543
-16.4397,1,0.563974,2,7,0,19.1886,-0.0796504,1.04275,17.9786,-6.77843,-0.0796504
-16.2367,0.98481,0.563974,3,7,0,17.1144,0.00232796,0.626938,14.4549,-6.56707,0.00232796
-16.2596,0.995945,0.563974,3,7,0,16.6837,0.089571,0.842137,37.2786,-7.9301,0.089571
-18.6152,0.8295,0.563974,2,7,0,19.4288,0.0402136,0.482926,31.6423,-7.48333,0.0402136
-16.2458,0.971063,0.563974,2,3,0,19.1475,0.0197981,0.667693,32.9649,-7.59809,0.0197981
-16.0534,1,0.563974,2,3,0,16.3393,0.0917812,0.713357,30.5972,-7.43868,0.0917812
-16.6953,0.956561,0.563974,3,7,0,16.9048,0.0114943,0.715575,7.47642,-6.54033,0.0114943
-19.6302,0.781467,0.563974,3,7,0,23.6003,-0.536626,1.65515,24.5243,-7.34051,-0.536626
-18.1643,0.961415,0.563974,3,7,0,20.706,-0.226997,0.535806,14.2767,-6.57053,-0.226997
